,pathogen,disease,symptoms
2009,Salmonella enterica subsp. Enterica S.,Gastroenteritis; enteric fever; osteomyelitis,"abdominal cramp,  diarrhea,  nausea,  vomiting,  fever,  acute diarrhea,  severe abdominal cramp,  hemorrhagic diarrhea,  acute enteritis,  anorexia,  hepatic abscess,  weakness, ankle rash,  limb edema,  chills,  night sweats,  pain,  abdominal cramp, abdominal pain,"
2010,Salmonella enterica subsp. arizonae S.,Meningitis;Gastroenteritis; enteric fever; osteomyelitis,"diarrhea,  nausea,  vomiting,  weakness,  blindness,  opisthotonus,  paralysis,  torticollis, diarrhea,"
2011,"Salmonella enterica subsp. arizonae serovar 62:z4,z23:-- S.",Salmonella enteritis,
2012,Salmonella enterica subsp. diarizonae S.,Salmonella enteritis;Gastroenteritis; enteric fever; osteomyelitis,
2013,Salmonella enterica subsp. enterica S.,Salmonella enteritis;Gastroenteritis; enteric fever; osteomyelitis,"abortion, ankle rash,  limb edema,  chills,  fever,  night sweats,  pain,  abdominal cramp,  diarrhea,  nausea,  vomiting, hemorrhagic diarrhea, abdominal pain,  rectorrhagia, abortion,  acute diarrhea,  severe abdominal cramp,  acute enteritis,  anorexia,  hepatic abscess,  weakness,  lethargy,  stiff neck,"
2014,Salmonella enterica subsp. enterica  S.,Salmonella enteritis;Gastroenteritis; enteric fever; osteomyelitis,
2015,Salmonella enterica subsp. enterica serovar Enteritidis S.,Endocarditis;Gastroenteritis; enteric fever; osteomyelitis,"ankle rash,  limb edema,  chills,  fever,  night sweats,  pain,  abdominal cramp,  diarrhea,  nausea,  vomiting,"
2016,Salmonella enterica subsp. enterica serovar Paratyphi A S.,"Gastroenteritis, enteric fever, osteomyelitis",
2017,Salmonella enterica subsp. enterica serovar Typhi S.,"Gastroenteritis, enteric fever, osteomyelitis","abdominal pain,  diarrhea,  fever,  vomiting,"
2018,Salmonella enterica subsp. enterica serovar Typhimurium S.,"Gastroenteritis, enteric fever, osteomyelitis","abdominal cramp,  diarrhea,  nausea,  vomiting,  fever,  acute diarrhea,  severe abdominal cramp,  hemorrhagic diarrhea,  acute enteritis,  anorexia,  hepatic abscess,  weakness,"
2019,Salmonella enterica subsp. houtenae S.,Brain abscess;Gastroenteritis; enteric fever; osteomyelitis,
2020,Salmonella enterica subsp. indica S.,unknown;Gastroenteritis; enteric fever; osteomyelitis,
2021,Salmonella enterica subsp. salamae S.,Salmonella enteritis;Gastroenteritis; enteric fever; osteomyelitis,
2022,Salmonella thompson C1 S.,Salmonella enteritis,
2023,Salmonella typhimurium DT104 S.,Salmonella enteritis,"diarrhea,  depression,  fever,  lethargy,  loss of appetite, diarrhea,"
2024,Salmonella typhimurium SL1344 S.,Salmonella enteritis,
2025,Salmonella typhimurium TR7095 S.,Salmonella enteritis,
2026,San Angelo virus SAV,,
2027,Sandfly fever Naples phlebovirus SFNPV,,
2028,Sandfly fever Naples virus SFNV,Phlebotomus fever,
2029,Sandfly fever Sicilian virus SFSV,Phlebotomus fever,
2030,Sangassou orthohantavirus SOV,,
2031,Saporro virus SV,,
2032,Sapporo rat virus SRV,undocumented,
2033,Saprochaete clavata S.,,
2034,Sarocladium kiliense S.,,
2035,Sarocladium strictum S.,,
2036,Saumarez Reef virus SRV,,
2037,Scardovia inopinata S.,Dental caries,
2038,Scedosporium apiospermum S.,,
2039,Scedosporium boydii S.,allescheriosis,
2040,Scedosporium dehoogii S.,,
2041,Schizophyllum commune S.,,
2042,Scopulariopsis asperula S.,,
2043,Scopulariopsis brevicaulis S.,,
2044,Scopulariopsis brumptii S.,,
2045,Scopulariopsis candida S.,,
2046,Scopulariopsis flava S.,,
2047,Scopulariopsis fusca S.,,
2048,Scopulariopsis koningii S.,,
2049,Scylla paramamosain S.,green mud crab allergy,
2050,Selenomonas artemidis S.,"Bacteraemia, lung abscess",
2051,Selenomonas dianae S.,"Bacteraemia, lung abscess",
2052,Selenomonas flueggei S.,"Bacteraemia, lung abscess",
2053,Selenomonas infelix S.,"Bacteraemia, lung abscess",
2054,Selenomonas noxia S.,"Bacteraemia, lung abscess",
2055,Selenomonas sputigena S.,"Bacteraemia, lung abscess",
2056,Semliki Forest virus SFV,,
2057,Seoul orthohantavirus SOV,,
2058,Seoul virus SV,undocumented,
2059,Sepik virus SV,,
2060,Serratia ficaria S.,"Septicaemia, abscesses, burn infections, osteomyelitis",
2061,Serratia fonticola S.,"Septicaemia, abscesses, burn infections, osteomyelitis",
2062,Serratia grimesii S.,"Septicaemia, abscesses, burn infections, osteomyelitis",
2063,Serratia liquefaciens S.,"Septicaemia, abscesses, burn infections, osteomyelitis",
2064,Serratia marcescens S.,"Septicaemia, abscesses, burn infections, osteomyelitis",
2065,Serratia odorifera S.,"Septicaemia, abscesses, burn infections, osteomyelitis",
2066,Serratia plymuthica S.,"Septicaemia, abscesses, burn infections, osteomyelitis",
2067,Serratia proteamaculans S.,"Septicaemia, abscesses, burn infections, osteomyelitis",
2068,Serratia quinivorans S.,"Septicaemia, abscesses, burn infections, osteomyelitis",
2069,Serratia rubidaea S.,"Septicaemia, abscesses, burn infections, osteomyelitis",
2070,Setosphaeria rostrata S.,,
2071,Sewage derived gemygorvirus 1 SDGV,,
2072,Shamonda orthobunyavirus SOV,,
2073,Shewanella algae S.,"Abdominal sepsis, meningitis, bacteraemia",
2074,Shewanella putrefaciens S.,"Abdominal sepsis, meningitis, bacteraemia",
2075,Shigella S.,Shigellosis,"abdominal cramp,  hemorrhagic diarrhea,  fever,  tenesmus,  inflammatory low back pain,  synovitis,  acute renal failure,  hemolytic anemia,  thrombocytopenia, abdominal cramp,"
2076,Shigella boydii S.,Dysentery;Enteric infection,
2077,Shigella boydii CDC 3083-94 S.,Shigellosis,
2078,Shigella boydii Sb227 S.,Dysentery,
2079,Shigella dysenteriae S.,Shigellosis;Enteric infection,"abdominal cramp,  hemorrhagic diarrhea,  fever, abdominal cramp,"
2080,Shigella dysenteriae 1012 S.,Dysentery,
2081,Shigella dysenteriae M131649 S.,Dysentery,
2082,Shigella dysenteriae Sd197 S.,Dysentery,
2083,Shigella flexneri S.,Dysentery;Enteric infection,"abdominal cramp,  hemorrhagic diarrhea,  fever, abdominal cramp,"
2084,Shigella flexneri  S.,Gastroenteritis;Enteric infection,
2085,Shigella flexneri 2a S.,Shigellosis,
2086,Shigella flexneri 2a str. 2457T S.,Dysentery,
2087,Shigella flexneri 2a str. 301 S.,Shigellosis,
2088,Shigella flexneri 5 S.,Dysentery,
2089,Shigella flexneri 5 str. 8401 S.,Dysentery,
2090,Shigella sonnei S.,Shigellosis;Enteric infection,"abdominal cramp,  hemorrhagic diarrhea,  fever, abdominal cramp,"
2091,Shigella sonnei 53G S.,Dysentery,
2092,Shigella sonnei Ss046 S.,Dysentery,
2093,Shuni orthobunyavirus SOV,,
2094,Sigmodon alstoni S.,Venezuelan hemorrhagic fever,
2095,Sigmodon hispidus S.,hantavirus pulmonary syndrome,
2096,Simbu orthobunyavirus SOV,,
2097,Simian rubulavirus SRV,,
2098,Simkania negevensis S.,"Bronchiolitis, pneumonia",
2099,Sin Nombre orthohantavirus SNOV,,
2100,Sin Nombre virus SNV,hantavirus pulmonary syndrome,
2101,Sindbis virus SV,,
2102,Slackia exigua S.,Periodontitis,
2103,Small anellovirus SAV,,
2104,Sneathia sanguinegens S.,Periodontitis,
2105,Snowshoe hare virus SHV,,
2106,Soochong virus 1 SV,undocumented,
2107,Sosuga rubulavirus SRV,,
2108,Sphingobacterium mizutaii S.,,
2109,Sphingobacterium multivorum S.,"Bacteraemia, pulmonary infection",
2110,Sphingobacterium spiritivorum S.,"Bacteraemia, pulmonary infection",
2111,Sphingobacterium thalpophilum S.,"Bacteraemia, pulmonary infection",
2112,Sphingobium yanoikuyae S.,"Septicaemia, UTI, wound infections, CAPD peritonitis",
2113,Sphingomonas parapaucimobilis S.,"Septicaemia, UTI, wound infections, CAPD peritonitis",
2114,Sphingomonas paucimobilis S.,"Septicaemia, UTI, wound infections, CAPD peritonitis",
2115,Sphingomonas sanguinis S.,"Septicaemia, UTI, wound infections, CAPD peritonitis",
2116,Spondweni virus SV,,
2117,Sporobolomyces johnsonii S.,,
2118,Sporothrix brasiliensis S.,,
2119,Sporothrix globosa S.,,
2120,Sporothrix luriei S.,,
2121,Sporothrix schenckii S.,sporotrichosis,
2122,Sporothrix stenoceras S.,,
2123,St. Louis encephalitis virus LEV,St. Louis encephalitis,
2124,Stagonosporopsis oculi-hominis S.,,
2125,Staphylococcus aureus S.,Gastroenteritis;Bacteraemia; wound infection; endocarditis; catheter-related sepsis; UTI; toxic shock syndrome; food poisoning; eye infection; osteomyelitis,"diarrhea,  diffuse rash,  fever,  nausea,  shock,  coma,  confusion,  convulsion,  headache,  malaise,  stiff neck,  stupor,  vomiting,  dyspnea,  inability to feed,  lethargy,  tachycardia,  necrosis,  cough,  chest pain,  pulmonary edema,  joint inflammation,  hypotension,  multiple organ failure,  myalgia,  skin desquamation,  nasal congestion,  nasal discharge,  itching,  yellow exudate from eyes,  palpebral edema,  eye discharge, diarrhea,"
2126,Staphylococcus aureus RF122 S.,,
2127,Staphylococcus aureus subsp. Aureus S.,,"cough,  fever,  headache,"
2128,Staphylococcus aureus subsp. anaerobius S.,Caseous lymphadenitis,
2129,Staphylococcus aureus subsp. aureus S.,unknown,"cough,  fever,  headache, cough,"
2130,Staphylococcus aureus subsp. aureus COL S.,,
2131,Staphylococcus auricularis S.,"Bacteraemia, wound infection, endocarditis, catheter-related sepsis, UTI, toxic shock syndrome, food poisoning, eye infection, osteomyelitis",
2132,Staphylococcus capitis subsp. capitis S.,"Bacteraemia, wound infection, endocarditis, catheter-related sepsis, UTI, toxic shock syndrome, food poisoning, eye infection, osteomyelitis",
2133,Staphylococcus capitis subsp. ureolyticus S.,"Bacteraemia, wound infection, endocarditis, catheter-related sepsis, UTI, toxic shock syndrome, food poisoning, eye infection, osteomyelitis",
2134,Staphylococcus caprae S.,"Bacteraemia, wound infection, endocarditis, catheter-related sepsis, UTI, toxic shock syndrome, food poisoning, eye infection, osteomyelitis",
2135,Staphylococcus cohnii subsp. cohnii S.,"Bacteraemia, wound infection, endocarditis, catheter-related sepsis, UTI, toxic shock syndrome, food poisoning, eye infection, osteomyelitis",
2136,Staphylococcus cohnii subsp. urealyticus S.,"Bacteraemia, wound infection, endocarditis, catheter-related sepsis, UTI, toxic shock syndrome, food poisoning, eye infection, osteomyelitis",
2137,Staphylococcus delphini S.,"Bacteraemia, wound infection, endocarditis, catheter-related sepsis, UTI, toxic shock syndrome, food poisoning, eye infection, osteomyelitis",
2138,Staphylococcus epidermidis S.,"Bacteraemia, wound infection, endocarditis, catheter-related sepsis, UTI, toxic shock syndrome, food poisoning, eye infection, osteomyelitis",
2139,Staphylococcus equorum S.,"Bacteraemia, wound infection, endocarditis, catheter-related sepsis, UTI, toxic shock syndrome, food poisoning, eye infection, osteomyelitis",
2140,Staphylococcus gallinarum S.,"Bacteraemia, wound infection, endocarditis, catheter-related sepsis, UTI, toxic shock syndrome, food poisoning, eye infection, osteomyelitis",
2141,Staphylococcus haemolyticus S.,,
2142,Staphylococcus hominis subsp. hominis S.,,
2143,Staphylococcus hominis subsp. novobiosepticus S.,,
2144,Staphylococcus hyicus S.,,
2145,Staphylococcus intermedius S.,,
2146,Staphylococcus lugdunensis S.,,
2147,Staphylococcus pasteuri S.,,
2148,Staphylococcus saccharolyticus S.,,
2149,Staphylococcus saprophyticus S.,,
2150,Staphylococcus schleiferi subsp. coagulans S.,,
2151,Staphylococcus schleiferi subsp. schleiferi S.,,
2152,Staphylococcus sciuri S.,,
2153,Staphylococcus simulans S.,,
2154,Staphylococcus vitulinus S.,,
2155,Staphylococcus warneri S.,,
2156,Staphylococcus xylosus S.,,
2157,Staphylotrichum coccosporum S.,,
2158,Stenotrophomonas maltophilia S.,"Bacteraemia, meningitis, wound infection, UTI, pneumonia",
2159,Streptobacillus moniliformis S.,Haverhill fever;Rat-bite fever; Haverhill fever,
2160,Streptococcus acidominimus S.,"Pneumonia, pericarditis, meningitis",
2161,Streptococcus agalactiae S.,"Pharyngitis, bacteraemia, pyogenic infection, necrotizing infection, septic arthritis, UTI, glomerulonephritis, meningitis",
2162,Streptococcus anginosus S.,"Abscesses, bacteraemia, endocarditis, pharyngitis",
2163,Streptococcus canis S.,"Pharyngitis, bacteraemia, pyogenic infection, necrotizing infection, septic arthritis, UTI, glomerulonephritis, meningitis",
2164,Streptococcus constellatus subsp. constellatus S.,"Abscesses, bacteraemia, endocarditis, pharyngitis",
2165,Streptococcus constellatus subsp. pharyngis S.,"Abscesses, bacteraemia, endocarditis, pharyngitis",
2166,Streptococcus criceti S.,"Dental caries, endocarditis",
2167,Streptococcus cristatus S.,"Bacteraemia, endocarditis, wound infection",
2168,Streptococcus dysgalactiae subsp. dysgalactiae S.,"Pharyngitis, bacteraemia, pyogenic infection, necrotizing infection, septic arthritis, UTI, glomerulonephritis, meningitis",
2169,Streptococcus dysgalactiae subsp. equisimilis S.,"Pharyngitis, bacteraemia, pyogenic infection, necrotizing infection, septic arthritis, UTI, glomerulonephritis, meningitis",
2170,Streptococcus equi subsp. equi S.,"Pharyngitis, bacteraemia, pyogenic infection, necrotizing infection, septic arthritis, UTI, glomerulonephritis, meningitis",
2171,Streptococcus equi subsp. zooepidemicus S.,"Pharyngitis, bacteraemia, pyogenic infection, necrotizing infection, septic arthritis, UTI, glomerulonephritis, meningitis",
2172,Streptococcus equinus S.,"Endocarditis, CAPD peritonitis",
2173,Streptococcus gallolyticus subsp. gallolyticus S.,"Endocarditis, CAPD peritonitis",
2174,Streptococcus gordonii S.,"Bacteraemia, endocarditis, wound infection",
2175,Streptococcus infantarius subsp. infantarius S.,"Endocarditis, CAPD peritonitis",
2176,Streptococcus iniae S.,"Pharyngitis, bacteraemia, pyogenic infection, necrotizing infection, septic arthritis, UTI, glomerulonephritis, meningitis",
2177,Streptococcus intermedius S.,"Abscesses, bacteraemia, endocarditis, pharyngitis",
2178,Streptococcus lutetiensis S.,"Endocarditis, CAPD peritonitis",
2179,Streptococcus massiliensis S.,"Bacteraemia, endocarditis, wound infection",
2180,Streptococcus mitis S.,"Bacteraemia, endocarditis, wound infection",
2181,Streptococcus mutans S.,"Dental caries, endocarditis",
2182,Streptococcus oralis S.,"Bacteraemia, endocarditis, wound infection",
2183,Streptococcus parasanguinis S.,"Bacteraemia, endocarditis, wound infection",
2184,Streptococcus pasteurianus S.,"Endocarditis, CAPD peritonitis",
2185,Streptococcus pneumoniae S.,"Pneumonia, bacteraemia, sinusitis, peritonitis, otitis, conjunctivitis",
2186,Streptococcus porcinus S.,"Pharyngitis, bacteraemia, pyogenic infection, necrotizing infection, septic arthritis, UTI, glomerulonephritis, meningitis",
2187,Streptococcus pseudopneumoniae S.,"Pneumonia, bacteraemia, sinusitis, peritonitis, otitis, conjunctivitis",
2188,Streptococcus pseudoporcinus S.,"Pharyngitis, bacteraemia, pyogenic infection, necrotizing infection, septic arthritis, UTI, glomerulonephritis, meningitis",
2189,Streptococcus pyogenes S.,toxic shock syndrome;Pharyngitis; bacteraemia; pyogenic infection; necrotizing infection; septic arthritis; UTI; glomerulonephritis; meningitis,
2190,Streptococcus ratti S.,"Dental caries, endocarditis",
2191,Streptococcus salivarius S.,"Bacteraemia, endocarditis, wound infection",
2192,Streptococcus sanguinis S.,"Bacteraemia, endocarditis, wound infection",
2193,Streptococcus sinensis S.,"Bacteraemia, endocarditis, wound infection",
2194,Streptococcus sobrinus S.,"Dental caries, endocarditis",
2195,Streptococcus suis S.,Meningitis,
2196,Streptococcus urinalis S.,"Pharyngitis, bacteraemia, pyogenic infection, necrotizing infection, septic arthritis, UTI, glomerulonephritis, meningitis",
2197,Streptococcus vestibularis S.,"Bacteraemia, endocarditis, wound infection",
2198,Streptomyces albus S.,Actinomycetoma,
2199,Streptomyces anulatus S.,Actinomycetoma,
2200,Streptomyces bikiniensis S.,"Bacteraemia, abscess, pericarditis, endocarditis",
2201,Streptomyces griseus S.,"Bacteraemia, abscess, pericarditis, endocarditis",
2202,Streptomyces paraguayensis S.,Actinomycetoma,
2203,Streptomyces somaliensis S.,Actinomycetoma,
2204,Succinivibrio dextrinosolvens S.,"Bacteraemia, pneumonia",
2205,Sudan ebolavirus EBOV,Ebola virus disease,
2206,Sutterella wadsworthensis S.,"Appendicitis, peritonitis, abscesses, osteomyelitis",
2207,Suttonella indologenes S.,"Endocarditis, eye infection",
2208,Sydowia polyspora S.,,
2209,Syncephalastrum racemosum S.,,
2210,T'Ho virus V,,
2211,TTV-like mini virus TLMV,,
2212,Tacaribe mammarenavirus TMV,,
2213,Taenia saginata T.,taeniasis,
2214,Taenia solium T.,taeniasis,
2215,Tahyna virus TV,,"sudden onset of fever,  headache,  malaise,  myalgia,  nausea,  anorexia,  joint pain,  stiff neck, sudden onset of fever,"
2216,Tai Forest ebolavirus EBOV,,
2217,Tailam virus TV,,
2218,Talaromyces marneffei T.,penicilliosis,
2219,Talaromyces piceae T.,,
2220,Talaromyces purpureogenus T.,,
2221,Talaromyces rugulosus T.,,
2222,Talaromyces verruculosus T.,,
2223,Tamiami mammarenavirus TMV,,
2224,Tanapox virus TV,,
2225,Tannerella forsythia T.,Endodontic infection,
2226,Tapara virus TV,,
2227,Tatlockia micdadei T.,"Legionnaires’ disease, Pontiac fever",
2228,Tatumella ptyseos T.,"Bacteraemia, UTI",
2229,Tembusu virus TV,,
2230,Terrisporobacter glycolicus T.,"Wound infection, bacteraemia, abscesses",
2231,Tete orthobunyavirus TOV,,
2232,Tetragenococcus solitarius T.,"Bacteraemia, abscesses, endocarditis, meningitis, UTI, peritonitis, osteomyelitis, wound infection",
2233,Tetraplosphaeria tetraploa T.,,
2234,Thailand virus TV,undocumented,
2235,Thermoascus crustaceus T.,,
2236,Thermothelomyces heterothallica T.,,
2237,Thiafora orthonairovirus TOV,,
2238,Thielavia subthermophila T.,,
2239,Thielavia terrestris T.,,
2240,This T.,common wart,
2241,Thogoto virus TV,,
2242,Thottapalayam orthohantavirus TOV,,
2243,Tick-borne encephalitis virus TBEV,tick-borne encephalitis,
2244,Tioman rubulavirus TRV,,
2245,Tissierella praeacuta T.,Bacteraemia,
2246,Tofla virus TV,,
2247,Toros virus TV,,
2248,Torque teno indri virus 1 TTIV,,
2249,Torque teno midi virus 1 TTMV,,
2250,Torque teno midi virus 2 TTMV,,
2251,Torque teno mini virus 1 TTMV,,
2252,Torque teno mini virus 18 TTMV,,
2253,Torque teno mini virus 2 TTMV,,
2254,Torque teno mini virus 3 TTMV,,
2255,Torque teno mini virus 4 TTMV,,
2256,Torque teno mini virus 5 TTMV,,
2257,Torque teno mini virus 6 TTMV,,
2258,Torque teno mini virus 7 TTMV,,
2259,Torque teno mini virus 8 TTMV,,
2260,Torque teno mini virus 9 TTMV,,
2261,Torque teno mini virus ALA22 TTMV,,
2262,Torque teno mini virus ALH8 TTMV,,
2263,Torque teno virus TTV,,
2264,Torque teno virus 1 TTV,,
2265,Torque teno virus 10 TTV,,
2266,Torque teno virus 12 TTV,,
2267,Torque teno virus 14 TTV,,
2268,Torque teno virus 15 TTV,,
2269,Torque teno virus 16 TTV,,
2270,Torque teno virus 19 TTV,,
2271,Torque teno virus 2 TTV,,
2272,Torque teno virus 25 TTV,,
2273,Torque teno virus 26 TTV,,
2274,Torque teno virus 27 TTV,,
2275,Torque teno virus 28 TTV,,
2276,Torque teno virus 3 TTV,,
2277,Torque teno virus 4 TTV,,
2278,Torque teno virus 6 TTV,,
2279,Torque teno virus 7 TTV,,
2280,Torque teno virus 8 TTV,,
2281,Toxoplasma gondii T.,toxoplasmosis,
2282,Trabulsiella guamensis T.,Diarrhoea,
2283,Trematosphaeria grisea T.,,
2284,Treponema amylovorum T.,Associated with periodontal disease. Role as potential pathogens unclear,
2285,Treponema denticola T.,Associated with periodontal disease. Role as potential pathogens unclear,
2286,Treponema lecithinolyticum T.,Associated with periodontal disease. Role as potential pathogens unclear,
2287,Treponema maltophilum T.,Associated with periodontal disease. Role as potential pathogens unclear,
2288,Treponema medium T.,Associated with periodontal disease. Role as potential pathogens unclear,
2289,Treponema minutum T.,,
2290,Treponema pallidum subsp. endemicum T.,Syphilis,
2291,Treponema pallidum subsp. pallidium T.,Syphilis,
2292,Treponema pallidum subsp. pertenue T.,Yaws,
2293,Treponema parvum T.,Associated with periodontal disease. Role as potential pathogens unclear,
2294,Treponema pectinovorum T.,Associated with periodontal disease. Role as potential pathogens unclear,
2295,Treponema phagedenis T.,,
2296,Treponema putidum T.,Associated with periodontal disease. Role as potential pathogens unclear,
2297,Treponema refringens T.,,
2298,Treponema socranskii T.,Associated with periodontal disease. Role as potential pathogens unclear,
2299,Treponema vincentii T.,Associated with periodontal disease. Role as potential pathogens unclear,
2300,Triadelphia pulvinata T.,,
2301,Trichoderma koningii T.,,
2302,Trichoderma lixii T.,,
2303,Trichoderma longibrachiatum T.,,
2304,Trichoderma pseudokoningii T.,,
2305,Trichoderma viride T.,,
2306,Trichomonascus ciferrii T.,,
2307,Trichophyton T.,tinea pedis,
2308,Trichophyton benhamiae T.,,
2309,Trichophyton bullosum T.,,
2310,Trichophyton concentricum T.,tinea imbricata,
2311,Trichophyton equinum T.,ectothrix infectious disease,
2312,Trichophyton mentagrophytes T.,tinea barbae;tinea profunda,
2313,Trichophyton rubrum T.,,
2314,Trichophyton schoenleinii T.,,
2315,Trichophyton simii T.,,
2316,Trichophyton tonsurans T.,,
2317,Trichophyton verrucosum T.,ectothrix infectious disease;tinea barbae,
2318,Trichophyton violaceum T.,,
2319,Trichosporon T.,trichosporonosis,
2320,Trichosporon asahii T.,,
2321,Trichosporon asteroides T.,,
2322,Trichosporon inkin T.,,
2323,Trichosporon ovoides T.,,
2324,Tritirachium oryzae T.,,
2325,Trivittatus virus TV,undocumented,
2326,Tropheryma whipplei T.,Whipple’s disease,
2327,Trueperella bernardiae T.,"UTI, septicaemia, septic arthritis",
2328,Trueperella pyogenes T.,Septic arthritis,
2329,Tsukamurella inchonensis T.,"Septicaemia, cutaneous infections, lung infections",
2330,Tsukamurella paurometabola T.,"Septicaemia, cutaneous infections, lung infections",
2331,Tsukamurella pulmonis T.,"Septicaemia, cutaneous infections, lung infections",
2332,Tsukamurella strandjordii T.,"Septicaemia, cutaneous infections, lung infections",
2333,Tsukamurella tyrosinosolvens T.,"Septicaemia, cutaneous infections, lung infections",
2334,Tuhoko rubulavirus 1 TRV,,
2335,Tuhoko rubulavirus 2 TRV,,
2336,Tuhoko rubulavirus 3 TRV,,
2337,Tula orthohantavirus TOV,,
2338,Tupaia paramyxovirus TPV,,
2339,Turbo cornutus T.,horned turban snail allergy,
2340,Turicella otitidis T.,"Otitis, cervical abscess",
2341,Uganda S virus USV,,
2342,Uncinocarpus orissi U.,,
2343,Uncinocarpus queenslandicus U.,,
2344,Ureaplasma parvum U.,Urethritis,
2345,Ureaplasma urealyticum U.,Urethritis,
2346,Uriurana virus UV,,
2347,Urucuri virus UV,,
2348,Usutu virus UV,,
2349,Uukuniemi phlebovirus UPV,,
2350,Vaccinia virus VV,vaccinia,
2351,Vagococcus fluvialis V.,,
2352,Vanrija humicola V.,,
2353,Varibaculum cambriense V.,Abscesses,
2354,Variola major virus VMV,Variola sine eruptione,"fever,  hydrocephalus,  drowsiness,  muscle weakness,  joint pain,  chest pain,  change in body sensation,  cough,  confusion,  testicular pain,  throat pain,  headache,  loss of appetite,  paralysis,  sensory disturbance,  parotid pain,  nausea,  slow pulse,  stiff neck,  vomiting,  muscle pain,  malaise,  excess lymphocytes in cerebrospinal fluid,  severe joint pain,  severe chest pain,  extreme prostration,  abdominal pain ,  enanthem,  hemorrhage into skin,  intense toxemia,  hemorrhage into mucous membrane, fever,"
2355,Variola minor virus VMV,Smallpox,"headache,  backache,  fever, headache,"
2356,Variola virus VV,Smallpox,"fever,  maculopapular rash,  toxemia,  petechiae,  blotchy red rash,  vomiting,  hematemesis,  headache,  frontal headache,  herpetic lesion on upper lip,  malaise,  backache,  anorexia,  abdominal discomfort, fever,"
2357,Veillonella atypica V.,"Abscesses, bacteraemia",
2358,Veillonella dispar V.,"Abscesses, bacteraemia",
2359,Veillonella montpellierensis V.,"Abscesses, bacteraemia",
2360,Veillonella parvula V.,"Abscesses, bacteraemia",
2361,Venezuelan equine encephalitis virus VEEV,Venezuelan equine fever,
2362,Veronaea botryosa V.,,
2363,Verruconis gallopava V.,,
2364,Vibrio alginolyticus V.,"Wound infection, ear infection",
2365,Vibrio cholerae V.,Cholera,"dehydration,  diarrhea,  leg cramp,  shock,  vomiting, dehydration,"
2366,Vibrio cholerae 569B V.,Cholera,
2367,Vibrio cholerae 623-39 V.,Cholera,
2368,Vibrio cholerae AM-19226 V.,Cholera,
2369,Vibrio cholerae B33 V.,Cholera,
2370,Vibrio cholerae BX 330286 V.,Cholera,
2371,Vibrio cholerae M66-2 V.,Cholera,
2372,Vibrio cholerae MAK 757 V.,Cholera,
2373,Vibrio cholerae MJ-1236 V.,Cholera,
2374,Vibrio cholerae MO10 V.,Cholera,
2375,Vibrio cholerae MZO-2 V.,Cholera,
2376,Vibrio cholerae MZO-3 V.,Cholera,
2377,Vibrio cholerae NCTC 8457 V.,Cholera,
2378,Vibrio cholerae O1 V.,Cholera,"abdominal cramp,  dehydration,  fever,  muscle pain,  nausea,  severe diarrhea,  shock,  vomiting, abdominal cramp,"
2379,Vibrio cholerae O1 biovar El Tor str. N16961 V.,Cholera,
2380,Vibrio cholerae O1 biovar El tor V.,Gastroenteritis,"acute gastroenteritis,  dehydration,  hypothermia,  nausea,  vomiting,  diarrhea, acute gastroenteritis,"
2381,Vibrio cholerae O1 biovar eltor V.,,
2382,Vibrio cholerae O1 biovar eltor str. N16961 V.,,
2383,Vibrio cholerae O139 V.,Cholera,"abdominal cramp,  dehydration,  fever,  muscle pain,  nausea,  severe diarrhea,  shock,  vomiting, abdominal cramp,"
2384,Vibrio cholerae O26 V.,Cholera,
2385,Vibrio cholerae O27 V.,Cholera,
2386,Vibrio cholerae O37 V.,Enteritis,
2387,Vibrio cholerae O395 V.,Cholera,
2388,Vibrio cholerae RC385 V.,,
2389,Vibrio cholerae RC9 V.,Cholera,
2390,Vibrio cholerae V51 V.,Cholera,
2391,Vibrio cholerae V52 V.,Cholera,
2392,Vibrio cholerae bv. albensis VL426 V.,Cholera,
2393,Vibrio cholerae non-O1 V.,Meningitis,"abdominal pain,  diarrhea,  nausea,  vomiting,  fever,  postphlebitic ulcer, abdominal pain,"
2394,Vibrio cholerae non-O1/non-O139 V.,,"nausea,  severe abdominal cramp,  abdominal pain,  vomiting,  diarrhea, nausea,"
2395,Vibrio cincinnatiensis V.,Bacteraemia,
2396,Vibrio fluvialis V.,"Diarrhoea, septicaemia",
2397,Vibrio furnissii V.,"Diarrhoea, septicaemia",
2398,Vibrio harveyi V.,Wound infection,
2399,Vibrio metschnikovii V.,"Diarrhoea, septicaemia",
2400,Vibrio mimicus V.,"Diarrhoea, septicaemia",
2401,Vibrio parahaemolyticus V.,"Diarrhoea, septicaemia",
2402,Vibrio vulnificus V.,"Wound infection, septicaemia, meningitis, endometritis",
2403,Viruses VV,viral infectious disease;disease by infectious agent,
2404,Wallemia sebi W.,,
2405,Weeksella virosa W.,Peritonitis,
2406,Weissella confusa W.,Endocarditis,
2407,Wesselsbron virus WV,,
2408,West Nile virus WNV,,"fever,  rash,  myalgia,  joint pain, fever,"
