,pathogen,source,disease,tsource,ttype,portal,infection_atts,tatts,TBD
10000554,Clostridium perfringens A,Anser caerulescens,Necrotic Enteritis,unknown,unknown,gastrointestinal system,PMID:3625893,PMID:3625893,
10000555,Clostridium perfringens A,Anser caerulescens,Necrotic Enteritis,unknown,unknown,intestine,PMID:3625893,PMID:3625893,
10000556,Clostridium perfringens A,Anser caerulescens,Necrotic Enteritis,unknown,unknown,small intestine,PMID:3625893,PMID:3625893,
10000557,Clostridium perfringens A,Anser rossii,Necrotic Enteritis,unknown,unknown,gastrointestinal system,PMID:3625893,PMID:3625893,
10000558,Clostridium perfringens A,Anser rossii,Necrotic Enteritis,unknown,unknown,intestine,PMID:3625893,PMID:3625893,
10000559,Clostridium perfringens A,Anser rossii,Necrotic Enteritis,unknown,unknown,small intestine,PMID:3625893,PMID:3625893,
10000560,Clostridium perfringens A,Anser albifrons,Necrotic Enteritis,unknown,unknown,gastrointestinal system,PMID:3625893,PMID:3625893,
10000561,Clostridium perfringens A,Anser albifrons,Necrotic Enteritis,unknown,unknown,intestine,PMID:3625893,PMID:3625893,
10000562,Clostridium perfringens A,Anser albifrons,Necrotic Enteritis,unknown,unknown,small intestine,PMID:3625893,PMID:3625893,
10000563,Clostridium perfringens A,Gallus gallus,Necrotic Enteritis,not curated,contact,small intestine,PMID:15763720;PMID:8964036;PMID:8964036;symptom=decreased appetite;symptom=dehydration;symptom=depression;symptom=diarrhea;symptom=drowsiness;symptom=ruffled feather,PMID:15763720;PMID:8964036;PMID:8964036,
10000564,Clostridium perfringens A,Gallus gallus,Necrotic Enteritis,food,vehicle-borne ingestion,small intestine,PMID:15763720,PMID:15763720,
10000565,Clostridium perfringens A,Gallus gallus,Necrotic Enteritis,not curated,contact,liver,PMID:15763720,PMID:15763720,
10000566,Clostridium perfringens A,Gallus gallus,Necrotic Enteritis,food,vehicle-borne ingestion,liver,PMID:15763720,PMID:15763720,
10000567,Clostridium perfringens A,Gallus gallus,Necrotic Enteritis,not curated,contact,kidney,PMID:15763720,PMID:15763720,
10000568,Clostridium perfringens A,Gallus gallus,Necrotic Enteritis,food,vehicle-borne ingestion,digestive system,PMID:15763720,PMID:15763720,
10000569,Clostridium perfringens A,Gallus gallus,Necrotic Enteritis,not curated,contact,gastrointestinal system,PMID:15763720,PMID:15763720,
10000570,Clostridium perfringens A,Gallus gallus,Necrotic Enteritis,food,vehicle-borne ingestion,gastrointestinal system,PMID:15763720,PMID:15763720,
10000571,Clostridium perfringens A,Gallus gallus,Necrotic Enteritis,not curated,contact,heart,PMID:15763720,PMID:15763720,
10000572,Clostridium perfringens A,Gallus gallus,Necrotic Enteritis,food,vehicle-borne ingestion,digestive system,PMID:15763720,PMID:15763720,
10000573,Clostridium perfringens A,Gallus gallus,Necrotic Enteritis,not curated,contact,spleen,PMID:15763720,PMID:15763720,
10000574,Clostridium perfringens A,Gallus gallus,Necrotic Enteritis,food,vehicle-borne ingestion,spleen,PMID:15763720,PMID:15763720,
10000575,Clostridium perfringens A,Gallus gallus,Necrotic Enteritis,contaminated water,contact,blood vessel,PMID:15763720,PMID:15763720,
10000576,Clostridium perfringens A,Gallus gallus,Necrotic Enteritis,food,vehicle-borne ingestion,digestive system,PMID:15763720,PMID:15763720,
10000577,Clostridium perfringens A,Gallus gallus,Hepatitis,unknown,unknown,liver,PMID:15763720,PMID:15763720,
10000578,Clostridium perfringens A,Homo sapiens,Pigbel,unknown,unknown,unknown,PMID:15978443;PMID:1779929;PMID:1779929;symptom=abdominal pain;symptom=hemorrhagic diarrhea;symptom=hematemesis,PMID:15978443;PMID:1779929;PMID:1779929,
10000579,Clostridium perfringens A,Homo sapiens,Pigbel,unknown,unknown,intestine,PMID:15978443;PMID:1779929;PMID:1779929,PMID:15978443;PMID:1779929;PMID:1779929,
10000580,Clostridium perfringens A,Gallus gallus,Necrotic enteritis,not curated,contact,intestine,PMID:15763720;symptom=decreased appetite;symptom=dehydration;symptom=depression;symptom=diarrhea;symptom=drowsiness;symptom=ruffled feather,PMID:15763720,
10000581,Clostridium perfringens A,Bos taurus,Gastroenteritis,unknown,unknown,gastrointestinal system,PMID:15763720,PMID:15763720,
10000582,Clostridium perfringens A,Ovis aries,Enterotoxemia,unknown,unknown,unknown,PMID:8964036,PMID:8964036,
10000583,Clostridium perfringens A,Bos taurus,Enterotoxemia,unknown,unknown,unknown,PMID:8964036,PMID:8964036,
10000584,Clostridium perfringens A,Suidae,Gastroenteritis,unknown,unknown,gastrointestinal system,PMID:15763720,PMID:15763720,
10000585,Clostridium perfringens A,Suidae,Necrotic Enteritis,unknown,unknown,unknown,PMID:16187713;PMID:8964036;PMID:8964036,PMID:16187713;PMID:8964036;PMID:8964036,
10000586,Clostridium perfringens A,Equus caballus,Gastroenteritis,unknown,unknown,gastrointestinal system,PMID:15763720,PMID:15763720,
10000587,Clostridium perfringens A,Canis lupus familiaris,Gastroenteritis,unknown,unknown,gastrointestinal system,PMID:15978443;PMID:16187713;PMID:16187713;PMID:8964036,PMID:15978443;PMID:16187713;PMID:16187713;PMID:8964036,
10000588,Clostridium perfringens A,Mustela,Enterotoxemia,unknown,unknown,unknown,PMID:8964036,PMID:8964036,
10000589,Clostridium perfringens A,Ondatra zibethicus,Enterotoxemia,unknown,unknown,unknown,PMID:8964036,PMID:8964036,
10000590,Clostridium perfringens A,Camelus,Enterotoxemia,unknown,unknown,unknown,PMID:8964036,PMID:8964036,
10000591,Clostridium perfringens A,Bubalus bubalis,Enterotoxemia,unknown,unknown,unknown,PMID:8964036,PMID:8964036,
10000592,Clostridium perfringens C,Ovis aries,Enterotoxemia,unknown,unknown,unknown,PMID:1779929;PMID:8964036;PMID:8964036,PMID:1779929;PMID:8964036;PMID:8964036,
10000593,Clostridium perfringens C,Metazoa,Necrotic Enteritis,unknown,unknown,unknown,PMID:1779929,PMID:1779929,
10000594,Clostridium perfringens C,Homo sapiens,Necrotic enteritis,food,vehicle-borne ingestion,small intestine,PMID:15763720;PMID:1779929;PMID:1779929;symptom=abdominal pain;symptom=hemorrhagic diarrhea;symptom=necrosis of jejunum,PMID:15763720;PMID:1779929;PMID:1779929,
10000595,Clostridium perfringens C,Homo sapiens,Pigbel,food,vehicle-borne ingestion,gastrointestinal system,PMID:1779929;PMID:15978443;PMID:15978443;symptom=inflammation;symptom=ischemic necrosis of jejunum,PMID:1779929;PMID:15978443;PMID:15978443,
10000596,Clostridium perfringens C,Gallus gallus,Necrotic Enteritis,not curated,contact,small intestine,PMID:15763720;PMID:8964036;PMID:8964036;symptom=decreased appetite;symptom=dehydration;symptom=depression;symptom=diarrhea;symptom=drowsiness;symptom=ruffled feather,PMID:15763720;PMID:8964036;PMID:8964036,
10000597,Clostridium perfringens C,Gallus gallus,Necrotic Enteritis,not curated,contact,liver,PMID:15763720;symptom=decreased appetite;symptom=dehydration;symptom=depression;symptom=diarrhea;symptom=drowsiness;symptom=ruffled feather,PMID:15763720,
10000598,Clostridium perfringens C,Suidae,Enterotoxemia,unknown,unknown,unknown,PMID:8964036,PMID:8964036,
10000599,Clostridium perfringens C,Bos taurus,Enterotoxemia,unknown,unknown,unknown,PMID:8964036,PMID:8964036,
10000600,Clostridium perfringens C,Capra hircus,Enterotoxemia,unknown,unknown,unknown,,,
10000601,Clostridium perfringens C,Gallus gallus,Enterotoxemia,unknown,unknown,unknown,PMID:8964036;symptom=colic;symptom=dehydration;symptom=hemorrhagic diarrhea,PMID:8964036,
10000602,Clostridium perfringens C,Canis lupus familiaris,Enterotoxemia,unknown,unknown,unknown,,,
10000607,Clostridium perfringens D,Capra hircus,Enterotoxemia,unknown,unknown,unknown,toxin=Clostridium perfringens D epsilon toxin;PMID:15208360,PMID:15208360,
10000612,Clostridium perfringens D,Ovis aries,Enterotoxemia,intestine,unknown,intestine,toxin=Clostridium perfringens D epsilon toxin;PMID:1779929;PMID:15208360;symptom=pericardial effusion;symptom=pulmonary edema,PMID:1779929;PMID:15208360,
10000613,Clostridium perfringens D,Capra hircus,Enterotoxemia,intestine,unknown,intestine,toxin=Clostridium perfringens D epsilon toxin;PMID:15208360;symptom=pericardial effusion;symptom=pulmonary edema,PMID:15208360,
10000614,Clostridium perfringens D,Bos taurus,Enterotoxemia,intestine,unknown,intestine,toxin=Clostridium perfringens D epsilon toxin;PMID:15208360;symptom=pericardial effusion;symptom=pulmonary edema,PMID:15208360,
10000615,Clostridium perfringens D,Capra hircus,Enterocolitis,small intestine,unknown,small intestine,toxin=Clostridium perfringens D epsilon toxin;PMID:8964036,PMID:8964036,
10000616,Clostridium perfringens D,Camelus,Enterotoxemia,small intestine,unknown,small intestine,toxin=Clostridium perfringens D epsilon toxin;PMID:8964036,PMID:8964036,
10000617,Clostridium perfringens D,Equus caballus,Enterotoxemia,small intestine,unknown,small intestine,toxin=Clostridium perfringens D epsilon toxin;PMID:8964036,PMID:8964036,
10000618,Clostridium perfringens D,Cervidae,Enterotoxemia,small intestine,unknown,small intestine,toxin=Clostridium perfringens D epsilon toxin;PMID:8964036,PMID:8964036,
10000619,Clostridium perfringens ATCC 13124,Homo sapiens,Gas Gangrene,unknown,unknown,unknown,PMID:16825665,PMID:16825665,
10000620,Clostridium perfringens SM101,Homo sapiens,Food poisoning due to Clostridium perfringens,unknown,unknown,gastrointestinal system,PMID:16825665,PMID:16825665,
10000621,Clostridium perfringens B,Ovis aries,Enterotoxemia,unknown,unknown,unknown,toxin=Clostridium perfringens B epsilon toxin;PMID:8964036,PMID:8964036,
10000622,Clostridium perfringens B,Ovis aries,Dysentery,Ovis aries,congenital,digestive system,toxin=Clostridium perfringens B epsilon toxin;PMID:8964036,PMID:8964036,
10000625,Clostridium perfringens B,Equus caballus,Enterotoxemia,unknown,unknown,intestine,toxin=Clostridium perfringens B epsilon toxin;PMID:1779929;PMID:15208360,PMID:1779929;PMID:15208360,
10000632,Clostridium perfringens B,Capra hircus,Hemorrhagic enteritis,unknown,unknown,digestive system,toxin=Clostridium perfringens B epsilon toxin;PMID:8964036,PMID:8964036,
10000634,Clostridium perfringens B,Ovis aries,Enterotoxemia,unknown,unknown,intestine,toxin=Clostridium perfringens B epsilon toxin;PMID:1779929;PMID:15208360;symptom=pericardial effusion;symptom=pulmonary edema,PMID:1779929;PMID:15208360,
10000635,Clostridium perfringens B,Capra hircus,Enterotoxemia,unknown,unknown,intestine,toxin=Clostridium perfringens B epsilon toxin;PMID:1779929;PMID:15208360,PMID:1779929;PMID:15208360,
10000636,Clostridium perfringens B,Bos taurus,Enterotoxemia,unknown,unknown,intestine,toxin=Clostridium perfringens B epsilon toxin;PMID:15208360,PMID:15208360,
10000637,Clostridium perfringens E,Oryctolagus cuniculus,Enteritis,unknown,unknown,gastrointestinal system,PMID:1779929;PMID:8964036;PMID:8964036,PMID:1779929;PMID:8964036;PMID:8964036,
10000638,Clostridium perfringens E,Ovis aries,Enterotoxemia,unknown,unknown,unknown,PMID:8964036,PMID:8964036,
10000639,Clostridium perfringens E,Bos taurus,Enterotoxemia,unknown,unknown,unknown,PMID:8964036,PMID:8964036,
10000640,Clostridium perfringens E,Oryctolagus cuniculus,Enterotoxemia,unknown,unknown,unknown,PMID:8964036,PMID:8964036,
10000641,Coxiella burnetii,Homo sapiens,Pneumonia,unknown,unknown,respiratory system,PMID:10515901;PMID:9650920;symptom=chills;symptom=fatigue;symptom=fever;symptom=headache;symptom=heart failure;symptom=myalgia;symptom=rash;symptom=renal failure;symptom=sweat,PMID:10515901;PMID:9650920,
10000642,Coxiella burnetii,Homo sapiens,Endocarditis,unknown,unknown,heart,PMID:12704232;PMID:10515901;PMID:10515901;PMID:11148009;symptom=anorexia;symptom=chills;symptom=fatigue;symptom=fever;symptom=malaise;symptom=night sweats;symptom=weakness;symptom=weight loss,PMID:12704232;PMID:10515901;PMID:10515901;PMID:11148009,
10000643,Coxiella burnetii,Homo sapiens,Encephalitis,unknown,unknown,respiratory system,PMID:9650920,PMID:9650920,
10000648,Coxiella burnetii,Homo sapiens,Q fever,unknown,unknown,liver,PMID:10515901,PMID:10515901,
10000649,Coxiella burnetii,Homo sapiens,Q fever,unknown,unknown,spleen,PMID:10515901,PMID:10515901,
10000650,Coxiella burnetii,Homo sapiens,Q fever,unknown,unknown,lung,PMID:10515901,PMID:10515901,
10000651,Coxiella burnetii,Homo sapiens,Q fever,unknown,unknown,bone,PMID:10515901;PMID:9650920,PMID:10515901;PMID:9650920,
10000652,Coxiella burnetii,Homo sapiens,Q fever,unknown,unknown,urogenital system,PMID:10515901,PMID:10515901,
10000653,Coxiella burnetii,Homo sapiens,Q fever,unknown,unknown,digestive system,PMID:15528674,PMID:15528674,
10000654,Coxiella burnetii,Homo sapiens,Q fever,unknown,unknown,heart,PMID:9650920,PMID:9650920,
10000655,Coxiella burnetii,Homo sapiens,Q fever,air,airborne,unknown,PMID:10515901;PMID:11148009;PMID:12403408;PMID:8358703;PMID:9650920;symptom=bronchopneumonia;symptom=chills;symptom=fever;symptom=headache;symptom=myalgia;symptom=pneumonia;symptom=weakness,PMID:10515901;PMID:11148009;PMID:12403408;PMID:8358703;PMID:9650920,
10000656,Coxiella burnetii,Homo sapiens,Q fever,food,vehicle-borne ingestion,digestive system,PMID:10515901;PMID:11148009;PMID:8358703;PMID:9650920,PMID:10515901;PMID:11148009;PMID:8358703;PMID:9650920,
10000657,Coxiella burnetii,Homo sapiens,Q fever,Arthropoda,vector-borne bite,unknown,PMID:10515901,PMID:10515901,
10000658,Coxiella burnetii,Homo sapiens,Q fever,not curated,contact,unknown,PMID:9226923;PMID:1051590;PMID:1051590;PMID:16501424;PMID:9650920,PMID:9226923;PMID:1051590;PMID:1051590;PMID:16501424;PMID:9650920,
10000659,Coxiella burnetii,Homo sapiens,Q fever,Homo sapiens,congenital,unknown,PMID:10515901;PMID:16501424;PMID:9650920,PMID:10515901;PMID:16501424;PMID:9650920,
10000660,Coxiella burnetii,Homo sapiens,Q fever,not curated,vehicle-borne medical,unknown,PMID:10515901;PMID:16501424;PMID:9650920,PMID:10515901;PMID:16501424;PMID:9650920,
10000661,Coxiella burnetii,Homo sapiens,Q fever,fomite,vehicle-borne fomite,unknown,PMID:15528674,PMID:15528674,
10000662,Coxiella burnetii,Peramelidae,Q fever,air,airborne,unknown,PMID:10515901,PMID:10515901,
10000663,Coxiella burnetii,Felis catus,Q fever,Arthropoda,vector-borne bite,unknown,PMID:10515901;PMID:15845229;PMID:8358703;PMID:9650920,PMID:10515901;PMID:15845229;PMID:8358703;PMID:9650920,
10000664,Coxiella burnetii,Felis catus,Q fever,food,vehicle-borne ingestion,digestive system,PMID:10515901,PMID:10515901,
10000665,Coxiella burnetii,Felis catus,Q fever,air,airborne,unknown,PMID:10515901,PMID:10515901,
10000666,Coxiella burnetii,Canis lupus familiaris,Q fever,Arthropoda,vector-borne bite,unknown,PMID:10515901;PMID:9650920,PMID:10515901;PMID:9650920,
10000667,Coxiella burnetii,Canis lupus familiaris,Q fever,food,vehicle-borne ingestion,digestive system,PMID:10515901,PMID:10515901,
10000668,Coxiella burnetii,Canis lupus familiaris,Q fever,air,airborne,unknown,PMID:10515901,PMID:10515901,
10000669,Coxiella burnetii,Bos taurus,Q fever,air,airborne,uterus,PMID:9226923;PMID:10515901;PMID:10515901;PMID:8358703;PMID:11148009;PMID:9650920;PMID:12403408;PMID:15845229;symptom=infertility;symptom=low birth weight,PMID:9226923;PMID:10515901;PMID:10515901;PMID:8358703;PMID:11148009;PMID:9650920;PMID:12403408;PMID:15845229,
10000670,Coxiella burnetii,Bos taurus,Q fever,unknown,unknown,mammary artery,,,
10000671,Coxiella burnetii,Macropus sp.,Q fever,Arthropoda,vector-borne bite,unknown,PMID:10515901,PMID:10515901,
10000672,Coxiella burnetii,Ovis aries,Q fever,air,airborne,uterus,PMID:9226923;PMID:10515901;PMID:10515901;PMID:8358703;PMID:11148009;PMID:9650920;PMID:12403408;PMID:15845229,PMID:9226923;PMID:10515901;PMID:10515901;PMID:8358703;PMID:11148009;PMID:9650920;PMID:12403408;PMID:15845229,
10000673,Coxiella burnetii,Ovis aries,Q fever,unknown,unknown,mammary artery,,,
10000674,Coxiella burnetii,Capra hircus,Q fever,air,airborne,uterus,PMID:9226923;PMID:10515901;PMID:10515901;PMID:8358703;PMID:11148009;PMID:9650920;PMID:12403408;PMID:15845229;symptom=abortion,PMID:9226923;PMID:10515901;PMID:10515901;PMID:8358703;PMID:11148009;PMID:9650920;PMID:12403408;PMID:15845229,
10000675,Coxiella burnetii,Capra hircus,Q fever,unknown,unknown,mammary artery,,,
10000676,Coxiella burnetii,Rodentia,Q fever,Arthropoda,vector-borne bite,unknown,PMID:10515901;symptom=abortion,PMID:10515901,
10000677,Coxiella burnetii,Lagomorpha,Q fever,Arthropoda,vector-borne bite,unknown,PMID:10515901,PMID:10515901,
10000678,Coxiella burnetii,Aves,Q fever,Arthropoda,vector-borne bite,unknown,PMID:10515901,PMID:10515901,
10000679,Coxiella burnetii,Equus caballus,Q fever,air,airborne,unknown,PMID:10515901,PMID:10515901,
10000680,Coxiella burnetii,Oryctolagus cuniculus,Q fever,air,airborne,unknown,PMID:10515901;PMID:8358703;PMID:9650920,PMID:10515901;PMID:8358703;PMID:9650920,
10000681,Coxiella burnetii,Suidae,Q fever,air,airborne,unknown,PMID:10515901,PMID:10515901,
10000682,Coxiella burnetii,Camelus,Q fever,air,airborne,unknown,PMID:10515901;PMID:15845229,PMID:10515901;PMID:15845229,
10000683,Coxiella burnetii,Bubalus bubalis,Q fever,air,airborne,unknown,PMID:10515901,PMID:10515901,
10000684,Coxiella burnetii,Rattus sp.,Q fever,air,airborne,unknown,PMID:10515901,PMID:10515901,
10000685,Coxiella burnetii,Mus,Q fever,air,airborne,unknown,PMID:10515901,PMID:10515901,
10000686,Coxiella burnetii,Columbidae,Q fever,air,airborne,unknown,PMID:10515901,PMID:10515901,
10000687,Coxiella burnetii,Cervidae,Q fever,air,airborne,unknown,PMID:10515901,PMID:10515901,
10000688,Coxiella burnetii,Lepus,Q fever,air,airborne,unknown,PMID:10515901,PMID:10515901,
10000689,Coxiella burnetii,Homo sapiens,Meningoencephalitis,air,airborne,brain,PMID:10515901,PMID:10515901,
10000690,Coxiella burnetii,Homo sapiens,Myocarditis,air,airborne,heart,PMID:10515901;PMID:9650920;symptom=heart failure;symptom=hypoxemia,PMID:10515901;PMID:9650920,
10000691,Coxiella burnetii,Homo sapiens,Hepatitis,air,airborne,liver,PMID:10515901;PMID:10515901;PMID:9650920;PMID:9650920;symptom=abdominal pain;symptom=anorexia;symptom=diarrhea;symptom=fever;symptom=nausea;symptom=vomiting,PMID:10515901;PMID:10515901;PMID:9650920;PMID:9650920,
10000692,Coxiella burnetii,Homo sapiens,Pericarditis,air,airborne,heart,PMID:10515901;PMID:9650920,PMID:10515901;PMID:9650920,
10000693,Coxiella burnetii RSA 493,Homo sapiens,Q fever,air,airborne,unknown,PMID:12704232;symptom=chronic fatigue syndrome;symptom=cyclic fever;symptom=headache,PMID:12704232,
10000694,Coxiella burnetii,Ursus thibetanus,Q fever,air,airborne,unknown,PMID:9713803,PMID:9713803,
10000695,Coxiella burnetii,Cervus nippon yesoensis,Q fever,air,airborne,unknown,PMID:9713803,PMID:9713803,
10000696,Coxiella burnetii,Cervus nippon,Q fever,air,airborne,unknown,PMID:9713803,PMID:9713803,
